magnitude,score,album_title,track_title,lyrics
1.2,0.6,rubber soul,Wait,"It's been a long time, now I'm coming back home
I've been away now, oh, how I've been alone
Wait till I come back to your side
We'll forget the tears we've cried
But if your heart breaks, don't wait, turn me away
And if your heart's strong, hold on, I won't delay
Wait till I come back to your side
We'll forget the tears we've cried
I feel as though you ought to know
That I've been good, as good as I can be
And if you do, I'll trust in you
And know that you will wait for me
It's been a long time, now I'm coming back home
I've been away now, oh, how I've been alone
Wait till I come back to your side
We'll forget the tears we've cried
I feel as though you ought to know
That I've been good, as good as I can be
And if you do, I'll trust in you
And know that you will wait for me
But if your heart breaks, don't wait, turn me away
And if your heart's strong, hold on, I won't delay
Wait till I come back to your side
We'll forget the tears we cried
It's been a long time, now I'm coming back home
I've been away now, oh, how I've been alone"
0,0,rubber soul,If I Needed Someone,"If I needed someone to love
You're the one that I'd be thinking of
If I needed someone
If I had some more time to spend
Then I guess I'd be with you my friend
If I needed someone
Had you come some other day
Then it might not have been like this
But you see now I'm too much in love
Carve your number on my wall
And maybe you will get a call from me
If I needed someone
Ah, ah, ah, ah
If I had some more time to spend
Then I guess I'd be with you my friend
If I needed someone
Had you come some other day
Then it might not have been like this
But you see now I'm too much in love
Carve your number on my wall
And maybe you will get a call from me
If I needed someone
Ah, ah, ah, ah"
0.9,-0.4,rubber soul,Run for Your Life,"Well I'd rather see you dead, little girl
Than to be with another man
You better keep your head, little girl
Or I won't know where I am
You better run for your life if you can, little girl
Hide your head in the sand
little girl
Catch you with another man
That's the end, little girl
Well you know that I'm a wicked guy
And I was born with a jealous mind
And I can't spend my whole life
Trying just to make you toe the line
You better run for your life if you can, little girl
Hide your head in the sand
little girl
Catch you with another man
That's the end, little girl
Let this be a sermon
I mean everything I've said
Baby, I'm determined
And I'd rather see you dead
You better run for your life if you can, little girl
Hide your head in the sand
little girl
Catch you with another man
That's the end, little girl
I'd rather see you dead, little girl
Than to be with another man
You better keep your head, little girl
Or you won't know where I am
You better run for your life if you can, little girl
Hide your head in the sand
little girl
Catch you with another man
That's the end, little girl
Na, na, na
Na, na, na
Na, na, na
Na, na, na"
0.4,0,revolver,Taxman,"Let me tell you how it will be
There's one for you, nineteen for me
Cause I'm the taxman, yeah, I'm the taxman
Should five percent appear too small
Be thankful I don't take it all
Cause I'm the taxman, yeah I'm the taxman
If you drive a car, car, I'll tax the street
If you try to sit, sit, I'll tax your seat
If you get too cold, cold, I'll tax the heat
If you take a walk, walk, I'll tax your feet
Taxman
Cause I'm the taxman, yeah I'm the taxman
Don't ask me what I want it for (Haha, Mr. Wilson)
If you don't want to pay some more (Haha, Mr. Heath)
Cause I'm the taxman, yeah, I'm the taxman
Now my advice for those who die (Taxman!)
Declare the pennies on your eyes (Taxman!)
Cause I'm the taxman, yeah, I'm the taxman
And you're working for no one but me (Taxman!)"
5.2,-0.3,revolver,Eleanor Rigby,"Ah, look at all the lonely people!
Ah, look at all the lonely people!
Eleanor Rigby picks up the rice
In the church where a wedding has been
Lives in a dream
Waits at the window
Wearing the face that she keeps in a jar by the door
Who is it for?
All the lonely people
Where do they all come from?
All the lonely people
Where do they all belong?
Father McKenzie
Writing the words of a sermon that no one will hear
No one comes near
Look at him working
Darning his socks in the night when there's nobody there
What does he care?
All the lonely people
Where do they all come from?
All the lonely people
Where do they all belong?
Ah, look at all the lonely people!
Ah, look at all the lonely people!
Eleanor Rigby died in the church
And was buried along with her name
Nobody came
Father McKenzie wiping the dirt
From his hands as he walks from the grave
No one was saved
All the lonely people (Ah, look at all the lonely people!)
Where do they all come from?
All the lonely people (Ah, look at all the lonely people!)
Where do they all belong?"
0.7,-0.7,revolver,I'm Only Sleeping,"When I wake up early in the morning
Lift my head, I'm still yawning
When I'm in the middle of a dream
Stay in bed, float up stream
Please, don't wake me, no, don't shake me
Leave me where I am, I'm only sleeping
Everybody seems to think I'm lazy
I don't mind, I think they're crazy
Running everywhere at such a speed
Till they find there's no need (There's no need)
Please, don't spoil my day, I'm miles away
And after all I'm only sleeping
Keeping an eye on the world going by my window
Taking my time
Lying there and staring at the ceiling
Waiting for a sleepy feeling
Please, don't spoil my day, I'm miles away
And after all I'm only sleeping
Keeping an eye on the world going by my window
Taking my time
When I wake up early in the morning
Lift my head, I'm still yawning
When I'm in the middle of a dream
Stay in bed, float up stream
Please, don't wake me, no, don't shake me
Leave me where I am, I'm only sleeping"
0.5,0.5,revolver,Love You To,"Each day just goes so fast
I turn around, it's past
You don't get time to hang a sign on me
Love me while you can
Before I'm a dead old man
A lifetime is so short
A new one can't be bought
But what you've got means such a lot to me
Make love all day long
Make love singing songs
Make love all day long
Make love singing songs
There's people standing round
Who screw you in the ground
They'll fill you in with all their sins you'll see
I'll make love to you
If you want me to"
0.4,0.4,revolver,"Here, There and Everywhere","To lead a better life I need my love to be here
Here, making each day of the year
Changing my life with the wave of her hand
Nobody can deny that there's something there
There, running my hands through her hair
Both of us thinking how good it can be
Someone is speaking but she doesn't know he's there
I want her everywhere and if she's beside me
I know I need never care
But to love her is to need her everywhere
Knowing that love is to share
Each one believing that love never dies
Watching her eyes and hoping I'm always there
I want her everywhere and if she's beside me
I know I need never care
But to love her is to need her everywhere
Knowing that love is to share
Each one believing that love never dies
Watching her eyes and hoping I'm always there
I will be there and everywhere
Here, there and everywhere"
1.3,0.6,revolver,Yellow Submarine,"In the town where I was born
Lived a man who sailed to sea
And he told us of his life
In the land of submarines
So we sailed up to the sun
Till we found the sea of green
And we lived beneath the waves
In our yellow submarine
We all live in a yellow submarine
Yellow submarine, yellow submarine
We all live in a yellow submarine
Yellow submarine, yellow submarine
And our friends are all aboard
Many more of them live next door
And the band begins to play
We all live in a yellow submarine
Yellow submarine, yellow submarine
We all live in a yellow submarine
Yellow submarine, yellow submarine
Full speed ahead, Mr. Parker, full speed ahead
Full speed over here, sir
Action station, action station
Aye, aye, sir, fire
Heaven, heaven
As we live a life of ease
Everyone of us has all we need  (
has all we need
Sky of blue (
sky of blue
) and sea of green (
and sea of green
In our (In our) yellow submarine (
yellow submarine, ha-ha!
We all live in a yellow submarine
Yellow submarine, yellow submarine
We all live in a yellow submarine
Yellow submarine, yellow submarine
We all live in a yellow submarine
Yellow submarine, yellow submarine
We all live in a yellow submarine
Yellow submarine, yellow submarine"
0.6,-0.3,revolver,She Said She Said,"She said, I know what it's like to be dead
I know what it is to be sad
And she's making me feel like I've never been born
I said, who put all those things in your head?
Things that make me feel that I'm mad
And you're making me feel like I've never been born
She said, you don't understand what I said
I said, no, no, no, you're wrong
When I was a boy everything was right
Everything was right
I said, even though you know what you know
I know that I'm ready to leave
Because you're making me feel like I've never been born
She said, I know what it's like to be dead
I know what it is to be sad
I know what it's like to be dead"
0.6,0.6,revolver,Good Day Sunshine,"Good day sunshine
Good day sunshine
Good day sunshine
I need to laugh, and when the sun is out
I've got something I can laugh about
I feel good, in a special way
I'm in love and it's a sunny day
Good day sunshine
Good day sunshine
Good day sunshine
We take a walk, the sun is shining down
Burns my feet as they touch the ground
Good day sunshine
Good day sunshine
Good day sunshine
And then we lie, beneath a shady tree
I love her and she's loving me
She feels good, she knows she's looking fine
I'm so proud to know that she is mine
Good day sunshine
Good day sunshine
Good day sunshine
Good day sunshine
Good day sunshine
Good day sunshine"
1.2,-0.6,revolver,And Your Bird Can Sing,"You tell me that you've got everything you want
And your bird can sing
But you don't get me
You don't get me
You say you've seen seven wonders
And your bird is green
But you can't see me
You can't see me
When your prized possessions
Start to weigh you down
Look in my direction
I'll be round, I'll be round
When your bird is broken
Will it bring you down?
You may be awoken
I'll be round, I'll be round
You tell me that you've heard every sound there is
And your bird can swing
But you can't hear me
You can't hear me"
0,0,revolver,For No One,"The day breaks, your mind aches
You find that all her words of kindness linger on
When she no longer needs you
She wakes up, she makes up
She takes her time and doesn't feel she has to hurry
She no longer needs you
And in her eyes you see nothing
No sign of love behind her tears
Cried for no one
A love that should have lasted years
You want her, you need her
And yet you don't believe her when she says her love is dead
You think she needs you
And in her eyes you see nothing
No sign of love behind her tears
Cried for no one
A love that should have lasted years
You stay home, she goes out
She says that long ago she knew someone
But now he's gone, she doesn't need him
Your day breaks, your mind aches
There will be times when all the things she said will fill your head
You won't forget her
And in her eyes you see nothing
No sign of love behind her tears
Cried for no one
A love that should have lasted years"
0.7,0.7,revolver,Doctor Robert,"Ring, my friend I said you'd call
Doctor Robert
Day or night he'll be there any time at all
Doctor Robert
Doctor Robert
You're a new and better man
He helps you to understand
He does everything he can
Doctor Robert
If you're down he'll pick you up
Doctor Robert
Take a drink from his special cup
Doctor Robert
Doctor Robert
He's a man you must believe
Helping anyone in need
No one can succeed like
Doctor Robert
Well, well, well, you're feeling fine
Well, well, well, he'll make you
Doctor Robert
My friend works for the National Health
Doctor Robert
You'll pay money just to see yourself
With Doctor Robert
Doctor Robert
You're a new and better man
He helps you to understand
He does everything he can
Doctor Robert
Doctor Robert
He's a man you must believe
Helping anyone in need
No one can succeed like
Doctor Robert
Well, well, well, you're feeling fine
Well, well, well, he'll make you
Doctor Robert
Ring my friend I said you'd call
Doctor Robert
Ring my friend I said you'd call
Doctor Robert"
0.2,0.2,revolver,I Want to Tell You,"I want to tell you
My head is filled with things to say
When you're here
All those words, they seem to slip away
When I get near you
The games begin to drag me down
It's all right
I'll make you maybe next time around
But if I seem to act unkind
It's only me, it's not my mind
That is confusing things
I want to tell you
I feel hung up but I don't know why
I don't mind
I could wait forever, I've got time
Sometimes I wish I knew you well
Then I could speak my mind and tell you
Maybe you'd understand
I've got time
I've got time
I've got time"
0.4,-0.4,revolver,Got to Get You into My Life,"I was alone, I took a ride
I didn't know what I would find there
Another road where maybe I could see another kind of mind there
Ooh, then I suddenly see you
Ooh, did I tell you I need you
Every single day of my life
You didn't run, you didn't lie
You knew I wanted just to hold you
Had you gone, you knew in time, we'd meet again
For I had told you
Ooh, you were meant to be near me
Ooh, and I want you to hear me
Say we'll be together every day
Got to get you into my life
What can I do, what can I be
When I'm with you I want to stay there
If I'm true I'll never leave
And if I do I know the way there
Ooh, then I suddenly see you
Ooh, did I tell you I need you
Every single day of my life
Got to get you into my life
I was alone, I took a ride
I didn't know what I would find there
Another road where maybe I could see another kind of mind there
Ooh, then I suddenly see you
Ooh, did I tell you I need you
Every single day of my life"
0.3,0.3,revolver,Tomorrow Never Knows,"Turn off your mind, relax and float downstream
It is not dying, it is not dying
Lay down all thoughts, surrender to the void
It is shining, it is shining
That you may see the meaning of within
It is being, it is being
That love is all and love is everyone
It is knowing, it is knowing
That ignorance and hate may mourn the dead
It is believing, it is believing
But listen to the colour of your dreams
It is not living, it is not living
Or play the game ""Existence"" to the end
Of the beginning, of the beginning
Of the beginning, of the beginning
Of the beginning, of the beginning"
1.8,0.2,sgt pepper's lonely hearts club band,Sgt. Pepper's Lonely Hearts Club Band,"It was twenty years ago today
Sgt. Pepper taught the band to play
They've been going in and out of style
But they're guaranteed to raise a smile
So may I introduce to you
The act you've known for all these years
Sgt. Pepper's Lonely Hearts Club Band
We're Sgt. Pepper's Lonely Hearts Club Band
We hope you will enjoy the show
Sgt. Pepper's Lonely Hearts Club Band
Sit back and let the evening go
Sgt. Pepper's Lonely, Sgt. Pepper's Lonely
Sgt. Pepper's Lonely Hearts Club Band
It's wonderful to be here
It's certainly a thrill
You're such a lovely audience
We'd like to take you home with us
We'd love to take you home
I don't really want to stop the show
But I thought you might like to know
That the singer's going to sing a song
And he wants you all to sing along
So let me introduce to you
The one and only Billy Shears
And Sgt. Pepper's Lonely Hearts Club Band"
3.3,0.1,sgt pepper's lonely hearts club band,With a Little Help from My Friends,"Billy Shears!
What would you think if I sang out of tune?
Would you stand up and walk out on me?
Lend me your ears and I'll sing you a song
And I'll try not to sing out of key
Oh, I get by with a little help from my friends
Mm, I get high with a little help from my friends
Mm, gonna try with a little help from my friends
The Beatles
What do I do when my love is away?
Does it worry you to be alone?
How do I feel by the end of the day?
Are you sad because you're on your own?
No, I get by with a little help from my friends
Mm, get high with a little help from my friends
Mm, gonna try with a little help from my friends
The Beatles
Do you need anybody?
I need somebody to love
Could it be anybody?
I want somebody to love
The Beatles
Would you believe in a love at first sight?
Yes, I'm certain that it happens all the time
What do you see when you turn out the light?
I can't tell you, but I know it's mine
Oh, I get by with a little help from my friends
Mm, get high with a little help from my friends
Oh, I'm gonna try with a little help from my friends
The Beatles
Do you need anybody?
I just need someone to love
Could it be anybody?
I want somebody to love
Oh, I get by with a little help from my friends
Mm, gonna try with a little help from my friends
Oh, I get high with a little help from my friends
Yes, I get by with a little help from my friends
With a little help from my friends"
0,0,sgt pepper's lonely hearts club band,Lucy in the Sky with Diamonds,"Picture yourself in a boat on a river
With tangerine trees and marmalade skies
Somebody calls you, you answer quite slowly
A girl with kaleidoscope eyes
Cellophane flowers of yellow and green
Towering over your head
Look for the girl with the sun in her eyes
And she's gone
Lucy in the sky with diamonds
Lucy in the sky with diamonds
Lucy in the sky with diamonds
Ahh
Follow her down to a bridge by a fountain
Where rocking horse people eat marshmallow pies
Everyone smiles as you drift past the flowers
That grow so incredibly high
Newspaper taxis appear on the shore
Waiting to take you away
Climb in the back with your head in the clouds
And you're gone
Lucy in the sky with diamonds
Lucy in the sky with diamonds
Lucy in the sky with diamonds
Ahh
Picture yourself on a train in a station
With plasticine porters with looking glass ties
Suddenly someone is there at the turnstile
The girl with kaleidoscope eyes
Lucy in the sky with diamonds
Lucy in the sky with diamonds
Lucy in the sky with diamonds
Ahh
Lucy in the sky with diamonds
Lucy in the sky with diamonds
Lucy in the sky with diamonds
Ahh
Lucy in the sky with diamonds
Lucy in the sky with diamonds
Lucy in the sky with diamonds
Ahh"
2.1,0.7,sgt pepper's lonely hearts club band,Getting Better,"It's getting better all the time
I used to get mad at my school (No, I can't complain)
The teachers who taught me weren't cool (No, I can't complain)
You're holding me down
Turning me round
Filling me up with your rules
I've got to admit it's getting better (Better)
It's a little better all the time (It can't get no worse)
I have to admit it's getting better (better)
It's getting better
Since you've been mine
Me used to be a angry young man
Me hiding me head in the sand
You gave me the word, I finally heard
I'm doing the best that I can
I've got to admit it's getting better (Better)
It's a little better all the time (It can't get no worse)
I have to admit it's getting better (better)
It's getting better
Since you've been mine
Getting so much better all the time!
It's getting better all the time
Better, better, better
It's getting better all the time
Better, better, better
I used to be cruel to my woman
I beat her and kept her apart from the things that she loved
Man, I was mean but I'm changing my scene
And I'm doing the best that I can (ooh)
I've got to admit it's getting better (Better)
It's a little better all the time (It can't get no worse)
I have to admit it's getting better (better)
It's getting better
Since you've been mine
Getting so much better all the time!
It's getting better all the time
Better, better, better
It's getting better all the time
Better, better, better
Getting so much better all the time!"
0.8,-0.8,sgt pepper's lonely hearts club band,Fixing a Hole,"I'm fixing a hole where the rain gets in
And stops my mind from wandering
Where it will go
I'm filling the cracks that ran through the door
And kept my mind from wandering
Where it will go
And it really doesn't matter if I'm wrong
I'm right
Where I belong I'm right
Where I belong
See the people standing there who disagree and never win
And wonder why they don't get in my door
I'm painting the room in a colorful way
And when my mind is wandering
There I will go
And it really doesn't matter if
I'm wrong I'm right
Where I belong I'm right
Where I belong
Silly people run around they worry me
And never ask me why they don't get past my door
I'm taking the time for a number of things
That weren't important yesterday
And I still go
I'm fixing a hole where the rain gets in
And stops my mind from wandering
Where it will go"
0.6,-0.3,sgt pepper's lonely hearts club band,She's Leaving Home,"Wednesday morning at five o'clock as the day begins
Silently closing her bedroom door
Leaving the note that she hoped would say more
She goes down the stairs to the kitchen clutching her handkerchief
Quietly turning the backdoor key
Stepping outside she is free
She (We gave her most of our lives)
Is leaving (Sacrificed most of our lives)
Home (
We gave her everything money could buy
She's leaving home after living alone (Bye-bye)
For so many years
Father snores as his wife gets into her dressing gown
Picks up the letter that's lying there
Standing alone at the top of the stairs
She breaks down and cries to her husband Daddy our baby's gone
Why would she treat us so thoughtlessly
How could she do this to me
She (We never thought of ourselves)
Is leaving (Never a thought for ourselves)
Home (We struggled hard all our lives to get by)
She's leaving home after living alone
For so many years (Bye Bye)
Friday morning at nine o'clock she is far away
Waiting to keep the appointment she made
Meeting a man from the motor trade
She (What did we do that was wrong)
Is having (We didn't know it was wrong)
Fun (Fun is the one thing that money can't buy)
Something inside that was always denied
For so many years
(Bye Bye)
She's leaving home Bye, bye"
1.8,0.2,sgt pepper's lonely hearts club band,Being for the Benefit of Mr. Kite!,"For the benefit of Mr. Kite
There will be a show tonight on trampoline
The Hendersons will all be there
Late of Pablo Fanque's Fair, what a scene
Over men and horses hoops and garters
Lastly through a hogshead of real fire!
In his way Mr. K. will challenge the world!
The celebrated Mr. K
Performs his feat on Saturday at Bishopsgate
The Hendersons will dance and sing
As Mr. Kite flies through the ring don't be late
Messrs. K. and H. assure the public
Their production will be second to none
And of course Henry The Horse dances the waltz!
The band begins at ten to six
When Mr. K. performs his tricks without a sound
And Mr. H. will demonstrate
Ten somersets he'll undertake on solid ground
Having been some days in preparation
A splendid time is guaranteed for all
And tonight Mr. Kite is topping the bill"
0.8,0.2,sgt pepper's lonely hearts club band,Within You Without You,"We were talking about the space between us all
And the people who hide themselves behind a wall of illusion
Never glimpse the truth
Then it's far too late when they pass away
We were talking about the love we all could share
When we find it to try our best to hold it there with our love
With our love, we could save the world, if they only knew
Try to realise it's all within yourself
No one else can make you change
And to see you're really only very small
And life flows on within you and without you
We were talking about the love that's gone so cold
And the people
who gain the world and lose their soul
They don't know, they can't see, are you one of them?
When you've seen beyond yourself then you may find
Peace of mind is waiting there
And the time will come when you see
We're all one, and life flows on within you and without you"
2.5,0.1,sgt pepper's lonely hearts club band,When I'm Sixty-Four,"When I get older losing my hair
Many years from now
Will you still be sending me a valentine
Birthday greetings, bottle of wine?
If I'd been out till quarter to three
Would you lock the door
Will you still need me, will you still feed me
When I'm sixty-four?
You'll be older too
And if you say the word
I could stay with you
I could be handy mending a fuse
When your lights have gone
You can knit a sweater by the fireside
Sunday mornings go for a ride
Doing the garden, digging the weeds
Who could ask for more?
Will you still need me, will you still feed me
When I'm sixty-four?
Every summer we can rent a cottage
In the Isle of Wight, if it's not too dear
We shall scrimp and save
Grandchildren on your knee
Vera, Chuck, and Dave
Send me a postcard, drop me a line
Stating point of view
Indicate precisely what you mean to say
Yours sincerely, wasting away
Give me your answer, fill in a form
Mine for evermore
Will you still need me, will you still feed me
When I'm sixty-four?
Whoo!"
0.8,0.2,sgt pepper's lonely hearts club band,Lovely Rita,"Lovely Rita, meter maid
Lovely Rita, meter maid
Lovely Rita, meter maid
Nothing can come between us
When it gets dark I tow your heart away
Standing by a parking meter
When I caught a glimpse of Rita
Filling in a ticket in her little white book
In a cap she looked much older
And the bag across her shoulder
Made her look a little like a military man
Lovely Rita, meter maid (Lovely Rita)
May I inquire discreetly (Lovely Rita)
When are you free to take some tea with me?
Rita!
Took her out and tried to win her
Had a laugh and over dinner
Told her I would really like to see her again
Got the bill and Rita paid it
Took her home, I nearly made it
Sitting on the sofa with a sister or two
Oh, lovely Rita meter maid
Where would I be without you
Give us a wink and make me think of you
Lovely Rita meter maid
Lovely Rita meter maid (Rita meter maid)
Lovely Rita meter maid (Oh Lovely Rita, meter maid)
Lovely Rita meter maid
Ah da, ah da, ah da, ah da
Ah da, ah da, ah da, ah da
Ah da, ah da, ah da, ah da
Ah da, ah da, ah da, ah da"
0.1,-0.1,sgt pepper's lonely hearts club band,Good Morning Good Morning,"Nothing to do to save his life call his wife in
Nothing to say but what a day, how's your boy been
Nothing to do it's up to you
I've got nothing to say but it's OK
Good morning, good morning
Going to work don't want to go feeling low down
Heading for home you start to roam then you're in town
Everybody knows there's nothing doing
Everything is closed it's like a ruin
Everyone you see is half asleep
And you're on your own, you're in the street
After a while you start to smile, now you feel cool
Then you decide to take a walk by the old school
Nothing has changed, it's still the same
I've got nothing to say but it's OK
Good morning, good morning
People running round it's five o'clock
Everywhere in town it's getting dark
Everyone you see is full of life
It's time for tea and Meet The Wife
Somebody needs to know the time, glad that I'm here
Watching the skirts you start to flirt now you're in gear
Go to a show you hope she goes
I've got nothing to say, but it's OK
Good morning, good morning"
3.1,0.1,sgt pepper's lonely hearts club band,Sgt. Pepper's Lonely Hearts Club Band (Reprise),"(1,2,3,4)
(Bye!)
We're Sgt. Pepper's Lonely Hearts Club Band
We hope you have enjoyed the show
Sgt. Pepper's Lonely Hearts Club Band
We're sorry but it's time to go
Sgt. Pepper's lonely, Sgt. Pepper's lonely
Sgt. Pepper's lonely, Sgt. Pepper's lonely
Sgt. Pepper's Lonely Hearts Club Band
We'd like to thank you once again
Sgt. Pepper's one and only Lonely Hearts Club Band
It's getting very near the end
Sgt. Pepper's lonely, Sgt. Pepper's lonely
Sgt. Pepper's Lonely Hearts Club Band"
0.7,-0.7,sgt pepper's lonely hearts club band,A Day in the Life,"I read the news today, oh boy
About a lucky man who made the grade
And though the news was rather sad
Well I just had to laugh
I saw the photograph
He blew his mind out in a car
He didn't notice that the lights had changed
A crowd of people stood and stared
They'd seen his face before
But nobody was really sure if he was from the House of Lords
I saw a film today, oh, boy
The English Army had just won the war
A crowd of people turned away
But I just had to look
Having read the book
I'd love to turn you on
Woke up, fell out of bed
Dragged a comb across my head
Found my way downstairs and drank a cup
And looking up I noticed I was late
Found my coat and grabbed my hat
Made the bus in seconds flat
Found my way upstairs and had a smoke
And somebody spoke and I went into a dream
I read the news today, oh boy
4,000 holes in Blackburn, Lancashire
And though the holes were rather small
They had to count them all
Now they know how many holes it takes to fill the Albert Hall
I'd love to turn you on"
2,0.5,magical mystery tour,Magical Mystery Tour,"(Roll up! Roll up for the magical mystery tour!
Step right this way!)
Roll up, roll up for the mystery tour
Roll up, roll up for the mystery tour
Roll up (And that's an invitation), roll up for the mystery tour
Roll up (To make a reservation), roll up for the mystery tour
The magical mystery tour is waiting to take you away
Waiting to take you away
Roll up, roll up for the mystery tour
Roll up, roll up for the mystery tour
Roll up (We've got everything you need), roll up for the mystery tour
Roll up (Satisfaction guaranteed), roll up for the mystery tour
The magical mystery tour is hoping to take you away
Hoping to take you away
Mystery trip
Aaaah... the magical mystery tour
Roll up, roll up for the mystery tour
Roll up (And that's an invitation), roll up for the mystery tour
Roll up (To make a reservation), roll up for the mystery tour
The magical mystery tour is coming to take you away
Coming to take you away
The magical mystery tour is dying to take you away
Dying to take you away, take you today"
0.9,-0.9,magical mystery tour,The Fool on the Hill,"Day after day
Alone on a hill
The man with the foolish grin is keeping perfectly still
But nobody wants to know him
They can see that he's just a fool
And he never gives an answer
But the fool on the hill
Sees the sun going down
And the eyes in his head
See the world spinning around
Well on the way
Head in a cloud
The man of a thousand voices talking perfectly loud
But nobody ever hears him
Or the sound he appears to make
And he never seems to notice
But the fool on the hill
Sees the sun going down
And the eyes in his head
See the world spinning around
{Bridge}
And nobody seems to like him
They can tell what he wants to do
And he never shows his feelings
But the fool on the hill
Sees the sun going down
And the eyes in his head
See the world spinning around
Oh, oh, oh, oh, oh, oh, oh
Round and round and round and round and round
And he never listens to them
He knows that they're the fools
They don't like him
The fool on the hill
Sees the sun going down
And the eyes in his head
See the world spinning around
Oh (Round and round and round)
Oh"
0,0,magical mystery tour,Flying,"NA"
0.6,-0.6,magical mystery tour,Blue Jay Way,"There's a fog upon L.A
And my friends have lost their way
We'll be over soon they said
Now they've lost themselves instead
Please don't be long
Please don't you be very long
Please don't be long
For I may be asleep
Well it only goes to show
And I told them where to go
Ask a policeman on the street
There's so many there to meet
Please don't be long
Please don't you be very long
Please don't be long
For I may be asleep
Now it's past my bed I know
And I'd really like to go
Soon will be the break of day
Sitting here in Blue Jay Way
Please don't be long
Please don't you be very long
Please don't be long
For I may be asleep
Please don't be long
Please don't you be very long
Please don't be long
For I may be asleep
Please don't be long
Please don't you be very long
Please don't be long
For I may be asleep
Please don't be long
Please don't you be very long
Please don't be long
For I may be asleep"
0.6,0.6,magical mystery tour,Your Mother Should Know,"Let's all get up and dance to a song
That was a hit before your mother was born
Though she was born a long, long time ago
Your mother should know (Your mother should)
Your mother should know (know)
Sing it again
Let's all get up and dance to a song
That was a hit before your mother was born
Though she was born a long, long time ago
Your mother should know (Your mother should)
Your mother should know (know)
Lift up your hearts and sing me a song
That was a hit before your mother was born
Though she was born a long, long time ago
Your mother should know (Your mother should)
Your mother should know (know)
Your mother should know (Your mother should)
Your mother should know (know)
Sing it again
Da da dada da da da dada dada dada da da
Da dada da da
Though she was born a long, long time ago
Your mother should know (Your mother should)
Your mother should know (know)
Your mother should know (Your mother should)
Your mother should know (know)
Your mother should know (Your mother should)
Your mother should know (know)"
1.3,0,magical mystery tour,I Am the Walrus,"I am he as you are he as you are me and we are all together
See how they run like pigs from a gun, see how they fly
I'm crying
Sitting on a cornflake, waiting for the van to come
Corporation tee-shirt, stupid bloody Tuesday
Man, you've been a naughty boy, you let your face grow long
I am the egg man, they are the egg men
I am the walrus,
goo goo g'joob
Mister City, policeman sitting
Pretty little policemen in a row
See how they fly like Lucy in the Sky, see how they run
I'm crying, I'm crying
I'm crying, I'm crying
Yellow matter custard, dripping from a dead dog's eye
Crabalocker fishwife, pornographic priestess
Boy, you've been a naughty girl you let your knickers down
I am the egg man, they are the egg men
I am the walrus,
goo goo g'joob
Sitting in an English garden waiting for the sun
If the sun don't come, you get a tan
From standing in the English rain
I am the egg man
(now good sir, what are you?)
They are the egg men
(a poor man, made to tame fortune's blows)
I am the walrus,
goo goo g'joob
(good pity)
Expert textpert choking smokers
Don't you think the joker laughs at you?
See how they smile like pigs in a sty
See how they snide
I'm crying
Semolina pilchard,
climbing up the Eiffel Tower
Elementary penguin singing Hare Krishna
Man, you should have seen them kicking Edgar Allan Poe
I am the egg man, they are the egg men
I am the walrus, goo goo good job goo goo goo good job
Goo goo g'joob g'goo goo goo joob goo goo
Everybody's got one, everybody's got one
Umpa, umpa, stick it up your jumper
“Villain, take my Purse. If ever thou wilt thrive, bury my Body
And give the Letters which thou findst about me
To Edmund Earl of Gloucester: seek him out upon the English Party. Oh, untimely death, death–”
“I know thee well, a serviceable Villain; as duteous to the Vices of thy Mistress as badness would desire.”
“What, is he dead?”
“Sit you down, Father; rest you.”"
1.2,-0.6,magical mystery tour,"Hello, Goodbye","You say yes, I say no
You say stop and I say go go go, oh no
You say goodbye and I say hello
Hello hello
I don't know why you say goodbye, I say hello
Hello hello
I don't know why you say goodbye, I say hello
I say high, you say low
You say why and I say I don't know, oh no
You say goodbye and I say hello
Hello hello
I don't know why you say goodbye, I say hello
Hello hello
I don't know why you say goodbye, I say hello
Why why why why why why do you say goodbye goodbye, oh no?
You say goodbye and I say hello
Hello hello
I don't know why you say goodbye, I say hello
Hello hello
I don't know why you say goodbye, I say hello
You say yes (I say yes) I say no (But I may mean no)
You say stop (I can stay) and I say go go go (Till it's time to go), oh
Oh no
You say goodbye and I say hello
Hello hello
I don't know why you say goodbye, I say hello
Hello hello
I don't know why you say goodbye, I say hello
Hela heba helloa
Hela heba helloa, cha cha cha
Hela heba helloa, wooo
Hela heba helloa, hela
Hela heba helloa, cha cha cha
Hela heba helloa, wooo
Hela heba helloa, cha cah cah"
